  UnfData  UnfData_BNBstats_error  UnfData_DataStats_error  UnfData_EXTstats_error  UnfData_MCstats_error  UnfData_NuWroGenie_error  UnfData_POT_error  UnfData_bkgd_only_BNBstats_error  UnfData_bkgd_only_DataStats_error  UnfData_bkgd_only_EXTstats_error  UnfData_bkgd_only_MCstats_error  UnfData_bkgd_only_NuWroGenie_error  UnfData_bkgd_only_POT_error  UnfData_bkgd_only_detVarLYatten_error  UnfData_bkgd_only_detVarLYdown_error  UnfData_bkgd_only_detVarLYrayl_error  UnfData_bkgd_only_detVarRecomb2_error  UnfData_bkgd_only_detVarSCE_error  UnfData_bkgd_only_detVarWMAngleXZ_error  UnfData_bkgd_only_detVarWMAngleYZ_error  UnfData_bkgd_only_detVarWMX_error  UnfData_bkgd_only_detVarWMYZ_error  UnfData_bkgd_only_detVarWMdEdx_error  UnfData_bkgd_only_detVar_total_error  UnfData_bkgd_only_flux_error  UnfData_bkgd_only_numTargets_error  UnfData_bkgd_only_reint_error  UnfData_bkgd_only_total_error  UnfData_bkgd_only_xsec_AxFFCCQEshape_error  UnfData_bkgd_only_xsec_DecayAngMEC_error  UnfData_bkgd_only_xsec_NormCCCOH_error  UnfData_bkgd_only_xsec_NormNCCOH_error  UnfData_bkgd_only_xsec_RPA_CCQE_error  UnfData_bkgd_only_xsec_ThetaDelta2NRad_error  UnfData_bkgd_only_xsec_Theta_Delta2Npi_error  UnfData_bkgd_only_xsec_VecFFCCQEshape_error  UnfData_bkgd_only_xsec_XSecShape_CCMEC_error  UnfData_bkgd_only_xsec_multi_error  UnfData_bkgd_only_xsec_total_error  UnfData_bkgd_only_xsec_unisim_error  UnfData_bkgd_only_xsec_xsr_scc_Fa3_SCC_error  UnfData_bkgd_only_xsec_xsr_scc_Fv3_SCC_error  UnfData_detVarLYatten_error  UnfData_detVarLYdown_error  UnfData_detVarLYrayl_error  UnfData_detVarRecomb2_error  UnfData_detVarSCE_error  UnfData_detVarWMAngleXZ_error  UnfData_detVarWMAngleYZ_error  UnfData_detVarWMX_error  UnfData_detVarWMYZ_error  UnfData_detVarWMdEdx_error  UnfData_detVar_total_error  UnfData_error  UnfData_flux_error  UnfData_numTargets_error  UnfData_reint_error  UnfData_sigresp_only_BNBstats_error  UnfData_sigresp_only_DataStats_error  UnfData_sigresp_only_EXTstats_error  UnfData_sigresp_only_MCstats_error  UnfData_sigresp_only_NuWroGenie_error  UnfData_sigresp_only_POT_error  UnfData_sigresp_only_detVarLYatten_error  UnfData_sigresp_only_detVarLYdown_error  UnfData_sigresp_only_detVarLYrayl_error  UnfData_sigresp_only_detVarRecomb2_error  UnfData_sigresp_only_detVarSCE_error  UnfData_sigresp_only_detVarWMAngleXZ_error  UnfData_sigresp_only_detVarWMAngleYZ_error  UnfData_sigresp_only_detVarWMX_error  UnfData_sigresp_only_detVarWMYZ_error  UnfData_sigresp_only_detVarWMdEdx_error  UnfData_sigresp_only_detVar_total_error  UnfData_sigresp_only_flux_error  UnfData_sigresp_only_numTargets_error  UnfData_sigresp_only_reint_error  UnfData_sigresp_only_total_error  UnfData_sigresp_only_xsec_AxFFCCQEshape_error  UnfData_sigresp_only_xsec_DecayAngMEC_error  UnfData_sigresp_only_xsec_NormCCCOH_error  UnfData_sigresp_only_xsec_NormNCCOH_error  UnfData_sigresp_only_xsec_RPA_CCQE_error  UnfData_sigresp_only_xsec_ThetaDelta2NRad_error  UnfData_sigresp_only_xsec_Theta_Delta2Npi_error  UnfData_sigresp_only_xsec_VecFFCCQEshape_error  UnfData_sigresp_only_xsec_XSecShape_CCMEC_error  UnfData_sigresp_only_xsec_multi_error  UnfData_sigresp_only_xsec_total_error  UnfData_sigresp_only_xsec_unisim_error  UnfData_sigresp_only_xsec_xsr_scc_Fa3_SCC_error  UnfData_sigresp_only_xsec_xsr_scc_Fv3_SCC_error  UnfData_total_blockwise_mixed_error  UnfData_total_blockwise_norm_error  UnfData_total_blockwise_shape_error  UnfData_total_error  UnfData_xsec_AxFFCCQEshape_error  UnfData_xsec_DecayAngMEC_error  UnfData_xsec_NormCCCOH_error  UnfData_xsec_NormNCCOH_error  UnfData_xsec_RPA_CCQE_error  UnfData_xsec_ThetaDelta2NRad_error  UnfData_xsec_Theta_Delta2Npi_error  UnfData_xsec_VecFFCCQEshape_error  UnfData_xsec_XSecShape_CCMEC_error  UnfData_xsec_multi_error  UnfData_xsec_total_error  UnfData_xsec_unisim_error  UnfData_xsec_xsr_scc_Fa3_SCC_error  UnfData_xsec_xsr_scc_Fv3_SCC_error  bin  uBTune  x0  x0_halfwidth
  1.03322  0.174265  0.177498  0.0337211  0.1072  0.0538751  0.0395748  0.174265  0.177498  0.0337211  0.1072  0.0305783  0.0395748  0.0108595  0.0383253  0.0658523  0.0164601  0.020687  0.0162905  0.107833  0.0563851  0.0592414  0.0300078  0.158759  0.0594005  0.0197874  0.0139975  0.331261  0.000988888  0.0116586  0.00652973  0  0.0489099  0  0.0120317  0.00200242  0.0517155  0.171141  0.189341  0.0734505  0.0084786  0.0126097  0.035717  0.00278349  0.0305034  0.0576559  0.0697628  0.0275083  0.0623384  0.0236923  0.0674419  0.0235726  0.141977  0.38526  0.112885  0.0197874  0.0209369  0.174265  0.177498  0.0337211  0.1072  0.0844534  0.0395748  0.0465765  0.0411088  0.0353489  0.0411958  0.0490759  0.0112178  0.0454947  0.0326929  0.00820049  0.00643516  0.112009  0.0544239  0.0197874  0.0132495  0.289181  0.000812069  0.0787625  0  0  0.0397802  0  0.00108292  0.00538291  0.00577075  0.089437  0.151616  0.0886008  0.000357574  0.00240641  0.104777  0.105683  0.355356  0.38526  0.00180096  0.0671039  0.00652973  0  0.0886827  0  0.0109488  0.00738533  0.0574862  0.226158  0.264823  0.126066  0.00839171  0.0108728  1  0.956783  -1  0.25
  2.53374  0.134006  0.13643  0.0256044  0.0887712  0.00914146  0.064397  0.134006  0.13643  0.0256044  0.0887712  0.202941  0.064397  0.00633269  0.00117138  0.0374829  0.0282611  0.0112797  0.0109714  0.0113433  0.0148614  0.00555352  0.00204587  0.0536014  0.0623306  0.0321985  0.0138666  0.334386  0.00106901  0.0117299  0.00274536  0  0.0214709  0  0.03028  0.00387144  0.0500032  0.166863  0.27053  0.0635567  0.00610768  0.00901533  0.00242  0.00842753  0.0555398  0.0774847  0.0909057  0.0306416  0.0669704  0.0320459  0.0552089  0.042207  0.164098  0.418433  0.184522  0.0321985  0.036787  0.134006  0.13643  0.0256044  0.0887712  0.1938  0.064397  0.00875269  0.00725616  0.0180569  0.0492237  0.102185  0.041613  0.0556271  0.0469074  0.0496554  0.0442529  0.151037  0.124679  0.0321985  0.0240773  0.408538  0.000382194  0.191498  0  0  0.0263415  0  0.0128525  0.00468127  0.0502576  0.136534  0.310305  0.200196  0.000612557  0.00319029  0.146177  0.259164  0.294198  0.418433  0.000686813  0.179768  0.00274536  0  0.0478109  0  0.0431324  0.000809834  0.000254357  0.210809  0.284744  0.190976  0.00597171  0.0068934  2  2.07642  -0.5  0.25
  6.32826  0.237217  0.240081  0.036973  0.159699  0.0777436  0.137699  0.237217  0.240081  0.036973  0.159699  0.302852  0.137699  0.0162621  0.0160565  0.0302652  0.0241796  0.0950196  0.00323874  0.0291403  0.0105462  0.045604  0.0132929  0.118753  0.0862594  0.0688494  0.0212363  0.532205  0.00138667  0.00241516  0.00214343  0  0.013151  0  0.0883063  0.005626  0.0737923  0.221502  0.392943  0.116018  0.00780862  0.0100273  0.00230583  0.0173017  0.0905834  0.0409555  0.0302382  0.0547326  0.0316591  0.0267899  0.100017  0.133775  0.160689  0.886695  0.394546  0.0688494  0.0388441  0.237217  0.240081  0.036973  0.159699  0.380596  0.137699  0.0139563  0.0333583  0.0603182  0.0167759  0.125258  0.0514939  0.0607994  0.0373361  0.0544132  0.120482  0.177819  0.318737  0.0688494  0.021397  0.927859  0.00198376  0.577552  0  0  0.0682869  0  0.0193992  0.018686  0.219034  0.297676  0.78766  0.622041  0.0013616  0.00268584  0.25294  0.647287  0.550698  0.886695  0.000597093  0.579967  0.00214343  0  0.0814348  0  0.107705  0.01306  0.145242  0.338156  0.704548  0.613078  0.00756556  0.00847886  3  5.42528  0  0.135
  9.86473  0.517194  0.520088  0.0547878  0.333653  0.341524  0.208748  0.517194  0.520088  0.0547878  0.333653  0.269671  0.208748  0.0400152  0.00481984  0.0151205  0.160767  0.0896585  0.0690062  0.0528774  0.00632463  0.0129932  0.00382186  0.208577  0.0739176  0.104374  0.0259978  0.792293  0.000455081  0.111963  0.00585051  0  0.0195648  0  0.127702  0.000562026  0.0679028  0.186319  0.376562  0.184043  0.0158027  0.0155109  0.175346  0.037658  0.0908017  0.173072  0.153781  0.0107075  0.199225  0.0626129  0.14001  0.201419  0.396661  1.331  0.590696  0.104374  0.0759322  0.517194  0.520088  0.0547878  0.333653  0.0718533  0.208748  0.13533  0.0424779  0.0756812  0.0123053  0.0641228  0.0797137  0.252103  0.0689376  0.127016  0.205241  0.347714  0.542991  0.104374  0.0997526  1.22153  0.00293505  0.431472  0  0  0.175239  0  0.0134221  0.0298527  0.484125  0.415449  0.793819  0.672558  0.00206654  0.00697165  0.338272  1.00902  0.799384  1.331  0.00247997  0.543435  0.00585051  0  0.194796  0  0.141124  0.0292907  0.416222  0.422754  0.907327  0.726169  0.0154736  0.0179527  4  9.42392  0.27  0.09
  14.8644  0.37343  0.375392  0.0383243  0.241626  0.371393  0.302328  0.37343  0.375392  0.0383243  0.241626  0.0139126  0.302328  0.0171478  0.000280455  0.00969269  0.214277  0.0265672  0.040697  0.00306322  0.00288113  0.0797206  0.0383041  0.234602  0.0961876  0.151164  0.024474  0.682486  0.000452788  0.0661749  0.00359196  0  0.0012325  0  0.189511  0.0012093  0.0518646  0.209479  0.295539  0.207364  0.0117592  0.0114224  0.0687623  0.054984  0.150078  0.329925  0.022916  0.112515  0.0245557  0.202194  0.0913377  0.00700801  0.449598  1.59361  0.885545  0.151164  0.0783795  0.37343  0.375392  0.0383243  0.241626  0.35748  0.302328  0.0516145  0.0552645  0.159771  0.115648  0.0494832  0.0718185  0.0214925  0.205075  0.171058  0.0453121  0.352143  0.830504  0.151164  0.0903101  1.50947  0.00543814  0.42279  0  0  0.216789  0  0.060406  0.0602205  0.706711  0.531444  1.06913  0.855859  0.00257455  0.0179222  0  1.52041  0.578806  1.59361  0.00498535  0.488965  0.00359196  0  0.215556  0  0.249917  0.0590112  0.654846  0.560965  1.11066  0.883376  0.0114561  0.0216726  5  13.2872  0.45  0.085
  20.891  0.465142  0.467778  0.049584  0.295166  0.338015  0.430839  0.465142  0.467778  0.049584  0.295166  0.465566  0.430839  0.0122612  0.0120903  0.0148507  0.287622  0.0252084  0.0351662  0.0862979  0.0491222  0.185196  0.134248  0.359547  0.154426  0.215419  0.0343517  1.04713  0.00148284  0.00759767  0.000221171  0  0.0254695  0  0.275624  0.00730879  0.0443091  0.329722  0.635782  0.280524  0.00531775  0.00534369  0.0953419  0.158741  0.168199  0.305706  0.22751  0.288224  0.335791  0.170847  0.127564  0.00201196  0.670139  2.15571  1.28835  0.215419  0.130098  0.465142  0.467778  0.049584  0.295166  0.803581  0.430839  0.0830808  0.170831  0.18305  0.0180832  0.202302  0.323391  0.422089  0.219969  0.0576326  0.13626  0.667304  1.19006  0.215419  0.131501  2.18118  0.0107018  0.409318  0  0  0.261004  0  0.126116  0.103903  0.942123  0.737801  1.52995  1.07242  0.00314285  0.0236618  0  2.13684  0.836404  2.15571  0.00921898  0.416915  0.000221171  0  0.235535  0  0.401739  0.0965946  0.897814  0.813716  1.40828  1.09826  0.0053856  0.0258359  6  18.1811  0.62  0.07
  22.1778  0.816572  0.820288  0.0779839  0.547097  0.373544  0.501049  0.816572  0.820288  0.0779839  0.547097  0.0259056  0.501049  0.0397254  0.0716732  0.044212  0.521258  0.152943  0.0490271  0.0973127  0.096642  0.00148419  0.140449  0.570076  0.182267  0.250525  0.057045  1.38295  0.00248839  0.109629  0.00615084  0  0.00221799  0  0.266079  0.0107304  0.0281497  0.424827  0.514862  0.289436  0.00850215  0.00941039  0.0499323  0.0793636  0.0165087  0.288617  0.0443283  0.222007  0.300297  0.0136633  0.00714422  0.301456  0.483769  2.50346  1.5105  0.250525  0.367414  0.816572  0.820288  0.0779839  0.547097  0.347638  0.501049  0.0896577  0.00769041  0.0607207  0.23264  0.108614  0.271034  0.202984  0.110305  0.00862841  0.161007  0.452335  1.38516  0.250525  0.394044  2.40756  0.0138437  0.544004  0  0  0.333345  0  0.132915  0.111488  1.09819  0.683357  1.49391  1.28194  0.00304236  0.023806  0  2.26846  1.38195  2.50346  0.0113553  0.434375  0.00615084  0  0.331127  0  0.398994  0.100757  1.07004  0.759826  1.52665  1.26997  0.00823264  0.0297088  7  20.9679  0.76  0.05
  23.5102  0.75616  0.761381  0.0890078  0.497611  0.320562  0.535721  0.75616  0.761381  0.0890078  0.497611  0.750771  0.535721  0.14283  0.122508  0.0683224  0.291136  0.0589537  0.00507935  0.135011  0.120435  0.0693734  0.00282756  0.407288  0.250031  0.26786  0.075752  1.53877  0.00554035  0.0219357  0.00349925  0  0.035598  0  0.23164  0.025205  0.0753014  0.567486  0.973448  0.248504  0.00508539  0.0110486  0.101914  0.126852  0.192703  0.312445  0.0344895  0.199101  0.580938  0.0841633  0.150866  0.192259  0.754585  2.57118  1.68848  0.26786  0.473916  0.75616  0.761381  0.0890078  0.497611  1.07133  0.535721  0.0409155  0.0043445  0.261026  0.0213091  0.0934432  0.20418  0.445926  0.0362721  0.22024  0.189431  0.607761  1.50232  0.26786  0.479371  2.60203  0.0117527  0.177665  0  0  0.184919  0  0.0881051  0.0766453  0.994587  0.715365  1.65177  1.0338  0.00264294  0.00902014  0  2.40474  1.38192  2.57118  0.00621231  0.199601  0.00349925  0  0.149322  0  0.319746  0.0514403  0.919285  0.815227  1.33414  1.00606  0.0058207  0.0194729  8  21.3743  0.86  0.04
  21.9544  1.0397  1.04603  0.114927  0.67348  0.320643  0.524402  1.0397  1.04603  0.114927  0.67348  0.629377  0.524402  0.205515  0.234509  0.0888042  0.230281  0.175733  0.270082  0.401601  0.453868  0.395965  0.385807  0.886589  0.279221  0.262201  0.106003  1.91249  0.00803885  0.0628459  0.00805256  0  0.0588227  0  0.123026  0.0349805  0.146825  0.670203  0.943869  0.213204  0.00354351  0.0115369  0.121826  0.0248902  0.438465  1.13845  0.0218876  0.0743347  0.415891  0.307904  0.174838  0.0382206  1.34466  2.95402  1.73814  0.262201  0.726607  1.0397  1.04603  0.114927  0.67348  0.95002  0.524402  0.32734  0.259399  0.527269  0.908168  0.153845  0.344417  0.0142904  0.145965  0.221127  0.347586  1.22062  1.52511  0.262201  0.72025  2.91694  0.00130441  0.148486  0  0  0.0182971  0  0.049026  0.0261035  0.823992  0.821794  1.51076  0.839305  0.00210842  0.00784676  0  2.24561  2.07866  2.95402  0.00673444  0.211332  0.00805256  0  0.0770543  0  0.074  0.061084  0.677167  0.925294  1.21552  0.720049  0.00396607  0.00479741  9  20.2841  0.94  0.03
  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  10  0  1  0.03
